Time	R1	R2	R3	R4	R5	R6	R7	R8	T1	T2	T3	T4	T5	T6	T7	T8	TEMP_BME	TEMP	HUM_BME	HUM	PM10	Biossido di Azoto	Ozono	Biossido Zolfo	Ossido di Carbonio
Sep 15 2021 02:00:00	1308533.9833333334	1047916.9666666667	52219771.86666667	77099350.66666667	335913681.06666666	215234899.2	274401662.4	175418995.46666667	91.43333333333335	89.83166666666668	95.76833333333333	95.63666666666668	104.67833333333333	104.19833333333327	97.145	103.18833333333328	2	42.02500000000004	21.5	18.60833333333334	30	15	90	4	0.8
Sep 15 2021 03:00:00	1260604.2542372881	1007124.0508474576	52303646.779661015	77129490.98305085	339537537.62711865	217195469.01694915	276422003.2542373	178230336	91.43220338983048	89.82203389830512	95.78305084745764	95.63389830508478	104.68305084745765	104.20508474576268	97.13728813559322	103.18983050847456	2	41.90000000000003	21.5	18.76610169491524	31	12	90	3	0.8
Sep 15 2021 04:00:00	1255941.4333333333	998839.2333333333	48202652.86666667	71283345.2	328594684.8	212021046.66666666	267726892.26666668	176255290.13333333	91.43666666666668	89.79333333333336	95.80166666666669	95.64333333333337	104.67666666666669	104.18499999999993	97.13499999999999	103.18833333333332	2	41.97500000000001	21.5	18.63166666666667	30	12	85	3	0.8
Sep 15 2021 05:00:00	1293872.2333333334	1027958.8666666667	42479929.6	62804463.46666667	302124693.8666667	198237333.6	246057286.13333333	173038696	91.385	89.75499999999998	95.75333333333333	95.62833333333337	104.66666666666667	104.18499999999993	97.10499999999998	103.17	2	41.848333333333336	21.5	18.688333333333347	29	18	73	4	0.8
Sep 15 2021 06:00:00	1370232.7666666666	1094006.8333333333	38784184.53333333	57650386.4	278797558.4	187079307.2	230857898.93333334	166931970.13333333	91.41166666666668	89.78500000000001	95.78333333333333	95.65833333333337	104.66166666666662	104.18666666666664	97.11000000000003	103.18333333333327	2	41.773333333333305	21.5	18.718333333333327	29	20	66	3	0.9
Sep 15 2021 07:00:00	1543698.7288135593	1240220.7627118644	26678307.966101695	36931182.81355932	208610465.08474576	150930483.66101694	175536526.6440678	144484679.3220339	91.41864406779658	89.84406779661016	95.77118644067798	95.64576271186444	104.67796610169492	104.20169491525418	97.1254237288135	103.17118644067797	2	41.79322033898304	21.5	18.82033898305084	30	42	42	4	1.1
Sep 15 2021 08:00:00	1883854.9333333333	1544920.45	17461763.45	21653907.516666666	149845543.86666667	119898235.73333333	136949654.8	128282656.53333333	91.43499999999996	89.8383333333334	95.78833333333333	95.64833333333334	104.68833333333335	104.19333333333329	97.16333333333327	103.16500000000009	2	42.03166666666664	21.5	18.78333333333334	31	52	32	5	1.0
Sep 15 2021 09:00:00	2404180.466666667	2051306.4166666667	15575207.45	18252239.933333334	127411706.66666667	108380398.66666667	128434386.13333334	116825484.4	91.46333333333334	89.85666666666673	95.81333333333333	95.66833333333334	104.69666666666669	104.19833333333328	97.17333333333326	103.13833333333332	2	42.19833333333338	21.5	18.918333333333326	35	57	36	4	0.9
Sep 15 2021 10:00:00	2424314.8	2123286.1666666665	28231085.433333334	40511634.766666666	206146960	151845937.2	184245163.73333332	133589319.2	91.42333333333332	89.85833333333336	95.79	95.65166666666667	104.72000000000001	104.2066666666666	97.17833333333327	103.19333333333333	2	42.318333333333364	21.5	19.19000000000001	33	40	54	4	0.9
Sep 15 2021 11:00:00	2407229.55	2141588.8333333335	31460014.116666667	45608478.1	227253718.13333333	163999233.06666666	202538160	135353328.26666668	91.45499999999997	89.83000000000003	95.77999999999997	95.64666666666669	104.67166666666667	104.21166666666659	97.18333333333325	103.19166666666665	2	42.321666666666665	21.5	19.505	33	38	64	3	0.8
Sep 15 2021 12:00:00	2368484.3898305083	2129841.2033898304	41980640.881355934	61116785.084745765	276105815.0508475	189457525.9661017	239658837.15254238	144407109.2881356	91.51016949152542	89.92372881355931	95.8101694915254	95.64406779661019	104.7338983050848	104.23220338983047	97.19152542372878	103.17796610169488	2	42.70508474576271	21.5	19.369491525423737	33	29	82	3	0.8
Sep 15 2021 13:00:00	1767969.5166666666	1544020.6833333333	59234434.733333334	85792830.66666667	341788070.4	222052137.86666667	286852451.2	165687509.86666667	91.46166666666664	89.92	95.84333333333335	95.6666666666667	104.76500000000003	104.23999999999998	97.1816666666666	103.20833333333331	2	42.81666666666667	21.5	19.073333333333334	28	21	106	2	0.8
Sep 15 2021 14:00:00	1340080.6666666667	1118403.15	75587394.4	106906662.8	390253691.2	245748648.26666668	324799097.06666666	184038055.46666667	91.49166666666665	89.84666666666672	95.81	95.66	104.7583333333334	104.23999999999997	97.17999999999996	103.19333333333333	2	42.41000000000005	21.5	19.313333333333336	24	18	125	2	0.8
Sep 15 2021 15:00:00	1209080.4666666666	976408.4833333333	72498460.6	100876502.66666667	366956444.26666665	232720294.93333334	301355886.93333334	172852062.93333334	91.43499999999999	89.86833333333334	95.81666666666669	95.67166666666668	104.75833333333337	104.22333333333331	97.17833333333328	103.19333333333331	2	42.63833333333332	21.5	19.648333333333326	26	32	112	2	0.8
Sep 15 2021 16:00:00	1227061.8666666667	978670.5	71936785.4	100641842.26666667	353756698.1333333	224520220	287565297.8666667	169779753.06666666	91.46999999999998	89.8616666666667	95.82500000000003	95.65500000000003	104.76166666666671	104.22833333333328	97.19333333333329	103.19499999999996	2	42.721666666666664	21.5	20.503333333333337	29	32	113	2	0.8
Sep 15 2021 17:00:00	1135060.3137254901	897675.9215686275	87444686.2745098	122352175.05882353	402193720.4705882	248022007.84313726	329873642.0392157	188583858.50980392	91.43921568627451	89.85294117647062	95.7901960784314	95.57254901960783	104.68823529411763	104.19803921568626	97.15686274509801	103.17843137254903	2	42.43333333333333	21.5	21.270588235294127	32	19	135	1	0.8
Sep 15 2021 18:00:00	1134430.358490566	892936.9056603773	71829417.50943395	99657283.6226415	355784711.8490566	224353059.6226415	286912562.7169811	168986706.11320755	91.46037735849055	89.79056603773587	95.77358490566041	95.66603773584907	104.6867924528302	104.1962264150943	97.15471698113204	103.18113207547165	2	42.352830188679285	21.5	21.707547169811328	30	33	111	1	0.8
Sep 15 2021 19:00:00	1229757.55	970013.4166666666	60514489.2	83368860.66666667	300683088.26666665	196774677.06666666	246652520.53333333	154335059.46666667	91.40999999999995	89.82999999999997	95.77666666666667	95.64000000000006	104.66166666666669	104.20666666666664	97.13333333333331	103.17333333333332	2	42.22666666666669	21.5	21.715000000000014	29	46	84	1	0.8
Sep 15 2021 20:00:00	1256718.6440677966	994320.8305084746	65182012.27118644	91414752.54237288	322860437.15254235	209331282.16949153	266162143.18644068	170547204.88135594	91.40847457627116	89.7762711864407	95.80677966101699	95.66610169491528	104.6728813559322	104.20508474576269	97.14406779661016	103.17966101694913	2	42.17966101694912	21.5	21.444067796610174	28	24	97	1	0.8
Sep 15 2021 21:00:00	1271519.9833333334	1007832.85	54478794	76571783.13333334	293715709.6	193554618.4	241951181.86666667	163405921.86666667	91.43666666666665	89.82500000000002	95.84833333333336	95.66666666666673	104.68166666666666	104.20499999999996	97.13000000000002	103.16166666666666	2	42.305000000000035	21.5	22.136666666666667	29	23	83	1	0.8
Sep 15 2021 22:00:00	1360628.6	1079409.1272727272	46071729.52727272	65349148.07272727	261844306.03636363	178024032.87272727	217273946.47272727	163885199.4181818	91.44000000000001	89.83090909090916	95.77272727272731	95.66181818181822	104.6781818181818	104.20727272727267	97.10909090909094	103.19272727272723	2	42.30181818181817	21.5	22.54909090909092	32	21	73	1	0.7
Sep 15 2021 23:00:00	1486108.75	1184195.9333333333	37785418.4	53836761.266666666	229929315.46666667	161986297.33333334	196857609.86666667	158195501.06666666	91.44499999999996	89.81666666666666	95.76666666666668	95.65000000000003	104.66166666666665	104.20166666666663	97.0766666666667	103.16666666666664	2	42.17999999999999	21.5	22.706666666666674	32	24	61	1	0.7
Sep 16 2021 00:00:00	1557848.9666666666	1248025.45	39334971.266666666	56783545	241816155.46666667	169331455.2	207220816.26666668	155463352.8	91.475	89.85000000000001	95.81833333333336	95.65166666666667	104.675	104.21666666666661	97.10666666666673	103.16000000000003	2	42.20166666666666	21.5	22.79333333333331	35	19	68	1	0.7
